contract_id,source,finding_id,severity,h_score,f_score,is_block
cisco_splunk,demo_path,cisco_splunk#0115,watch,1.0,0.0,0
cisco_splunk,demo_path,cisco_splunk#0116,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0117,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0118,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0119,info,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0120,info,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0121,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0122,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0123,info,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0124,block,1.0,1.0,1
cisco_splunk,demo_path,cisco_splunk#0125,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0126,watch,1.0,1.0,0
cisco_splunk,demo_path,cisco_splunk#0127,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0128,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0129,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0130,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0131,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0132,block,1.0,1.0,1
exxon_pioneer,demo_path,exxon_pioneer#0133,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0134,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0135,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0136,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0137,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0138,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0139,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0140,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0141,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0142,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0143,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0144,watch,1.0,0.5,0
exxon_pioneer,demo_path,exxon_pioneer#0145,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0146,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0147,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0148,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0149,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0150,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0151,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0152,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0153,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0154,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0155,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0156,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0157,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0158,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0159,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0160,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0161,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0162,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0163,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0164,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0165,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0166,info,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0167,watch,1.0,1.0,0
exxon_pioneer,demo_path,exxon_pioneer#0168,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0169,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0170,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0171,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0172,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0173,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0174,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0175,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0176,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0177,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0178,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0179,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0180,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0181,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0182,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0183,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0184,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0185,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0186,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0187,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0188,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0189,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0190,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0191,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0192,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0193,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0194,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0195,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0196,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0197,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0198,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0199,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0200,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0201,info,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0202,info,0.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0203,watch,1.0,1.0,0
hpe_juniper,demo_path,hpe_juniper#0204,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0205,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0206,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0207,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0208,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0209,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0210,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0211,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0212,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0213,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0214,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0215,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0216,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0217,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0218,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0219,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0220,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0221,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0222,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0223,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0224,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0225,block,1.0,1.0,1
albertsons_kroger,calibration_core,albertsons_kroger#0226,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0227,block,1.0,1.0,1
albertsons_kroger,calibration_core,albertsons_kroger#0228,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0229,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0230,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0231,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0232,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0233,info,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0234,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0235,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0236,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0237,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0238,watch,1.0,1.0,0
albertsons_kroger,calibration_core,albertsons_kroger#0239,block,1.0,1.0,1
albertsons_kroger,calibration_core,albertsons_kroger#0240,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0241,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0242,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0243,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0244,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0245,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0246,block,1.0,1.0,1
synopsys_ansys,calibration_core,synopsys_ansys#0247,block,1.0,1.0,1
synopsys_ansys,calibration_core,synopsys_ansys#0248,block,1.0,1.0,1
synopsys_ansys,calibration_core,synopsys_ansys#0249,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0250,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0251,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0252,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0253,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0254,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0255,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0256,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0257,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0258,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0259,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0260,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0261,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0262,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0263,block,1.0,1.0,1
synopsys_ansys,calibration_core,synopsys_ansys#0264,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0265,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0266,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0267,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0268,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0269,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0270,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0271,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0272,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0273,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0274,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0275,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0276,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0277,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0278,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0279,info,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0280,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0281,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0282,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0283,watch,1.0,0.5,0
synopsys_ansys,calibration_core,synopsys_ansys#0284,watch,1.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0285,watch,0.0,1.0,0
synopsys_ansys,calibration_core,synopsys_ansys#0286,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0287,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0288,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0289,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0290,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0291,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0292,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0293,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0294,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0295,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0296,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0297,block,1.0,1.0,1
paramount_skydance,calibration_core,paramount_skydance#0298,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0299,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0300,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0301,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0302,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0303,block,1.0,1.0,1
paramount_skydance,calibration_core,paramount_skydance#0304,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0305,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0306,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0307,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0308,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0309,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0310,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0311,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0312,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0313,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0314,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0315,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0316,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0317,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0318,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0319,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0320,block,1.0,1.0,1
paramount_skydance,calibration_core,paramount_skydance#0321,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0322,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0323,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0324,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0325,block,1.0,1.0,1
paramount_skydance,calibration_core,paramount_skydance#0326,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0327,block,1.0,1.0,1
paramount_skydance,calibration_core,paramount_skydance#0328,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0329,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0330,info,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0331,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0332,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0333,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0334,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0335,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0336,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0337,info,1.0,0.5,0
paramount_skydance,calibration_core,paramount_skydance#0338,watch,1.0,1.0,0
paramount_skydance,calibration_core,paramount_skydance#0339,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0340,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0341,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0342,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0343,block,1.0,1.0,1
capitalone_discover,calibration_core,capitalone_discover#0344,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0345,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0346,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0347,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0348,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0349,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0350,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0351,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0352,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0353,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0354,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0355,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0356,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0357,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0358,block,1.0,1.0,1
capitalone_discover,calibration_core,capitalone_discover#0359,info,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0360,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0361,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0362,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0363,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0364,block,1.0,1.0,1
capitalone_discover,calibration_core,capitalone_discover#0365,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0366,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0367,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0368,block,1.0,1.0,1
capitalone_discover,calibration_core,capitalone_discover#0369,watch,1.0,1.0,0
capitalone_discover,calibration_core,capitalone_discover#0370,info,1.0,1.0,0
mars_kellanova,calibration_core,mars_kellanova#0371,info,1.0,1.0,0
mars_kellanova,calibration_core,mars_kellanova#0372,watch,1.0,1.0,0
